0.0004426,10680
0.0004255,14180
0.0004055,17790
0.0003913,20560
0.0003799,23820
0.0003628,26010
0.0003485,28580
0.0003286,31870
0.0003058,36270
0.0002801,40370
0.0002573,44260
0.0002317,48450
0.000206,52130
0.0001861,55690
0.0001576,60360
0.0001319,64120
0.0001034,68380
0.0000806,71210
0.0000664,73430
0.0000521,77440
