0.0005382,11010
0.0005278,13150
0.0004931,18000
0.0004549,21850
0.0004201,25370
0.0003854,29990
0.0003507,34400
0.000316,37800
0.0002813,41490
0.0002465,45470
0.0002118,50050
0.0001771,52710
0.0001424,56770
0.0001076,59710
0.0000694,60450
