0.0004954,9890
0.0004805,12450
0.000464,15410
0.0004475,18270
0.000431,20830
0.0004145,23390
0.000398,26250
0.0003815,28800
0.000365,31150
0.0003485,33300
0.000332,35750
0.0003155,38000
0.000299,40140
0.0002825,42490
0.000266,45030
0.0002495,46470
0.000233,49000
0.0002165,51340
0.0002,53370
0.0001819,54700
0.000167,57030
0.0001472,59660
0.0001307,60680
0.0001142,61500
0.000101,62420
0.0000845,63040
0.000068,63750
0.0000515,64570
